Species,Individual,X,Y,Z,Length,Ration,Energy,Cost,Behavior,RMR,Active
1,1,16.194756129948995,85.71840767744142,289.8278007601148,129.5446313476132,0.0,20897.23570120524,15.01643485879497,0.0,15.01643485879497,0.0
1,2,16.660153623924568,77.01897744712919,302.30599272580304,220.5772713845217,0.0,104411.58566934364,52.236388814087604,0.0,52.236388814087604,0.0
1,3,73.12718595781347,97.86691697079853,307.58709168336156,151.86503172354134,0.0,33817.46430462869,19.017322366528184,0.0,19.017322366528184,0.0
1,4,11.821161697462534,4.762688925644842,280.3577931244366,42.944403998166734,0.0,722.7005475000726,1.1925589643678338,0.0,1.1925589643678338,0.0
1,5,43.58286495877003,76.06504177564499,315.4091032980684,81.8220647649865,0.0,5190.670007750677,4.7517779165547855,0.0,4.7517779165547855,0.0
1,6,81.97704358142595,44.81181974270944,330.3694890010962,181.63314861344935,0.0,57751.04497885083,59.72403330299471,0.0,59.72403330299471,20.0
1,7,45.90731366185716,72.35206708939971,289.2318688599417,205.06361490009013,0.0,83997.03480931678,43.43636712479123,0.0,43.43636712479123,0.0
1,8,48.078439197830825,7.023240075861336,275.2153308188297,111.68504303525737,0.0,12938.639749821217,17.15250383625498,0.0,17.15250383625498,20.0
1,9,60.98756692204172,11.793489714683448,320.63231202512964,136.40658963759796,0.0,24283.29364953334,25.44971150112123,0.0,25.44971150112123,20.0
1,10,6.577244469530996,67.21026984873933,304.460350456022,91.3651944029954,0.0,7266.3814797519635,7.746176335080907,0.0,7.746176335080907,0.0
1,11,76.79555804748433,16.992086815823537,312.8122219053933,31.426108845950264,0.0,259.89250649409087,0.910236167267682,0.0,0.910236167267682,20.0
1,12,91.60218476747445,87.09953811881367,321.11857555487035,112.38495198579895,0.0,13556.1059099071,17.877152105444225,0.0,17.877152105444225,20.0
1,13,43.75844394010815,43.310885671052745,255.31348403685365,53.98271646327682,0.0,1432.6812314730846,2.0378949708790444,0.0,2.0378949708790444,0.0
1,14,65.92564070701118,46.26448604756869,319.34493611535447,79.69463772804986,0.0,4767.832582138098,4.205490988320099,0.0,4.205490988320099,0.0
1,15,31.52133475191038,2.7440438594229732,327.5750229239991,117.26657288069387,0.0,15430.167898095322,18.869976135895264,0.0,18.869976135895264,20.0
1,16,67.23171710732716,89.08836948449338,296.0344813386931,115.69347925691673,0.0,14783.548128576631,11.28503278746264,0.0,11.28503278746264,0.0
1,17,58.956629574799315,59.44374531897284,290.686723733621,248.83132059891062,0.0,149972.07857792935,68.43415458644964,0.0,68.43415458644964,0.0
1,18,26.639601377435785,94.05142031133306,358.12537351368354,213.6664437770146,0.0,94910.0099750396,79.55238045801745,0.0,79.55238045801745,20.0
1,19,75.15005282623842,62.94699960360561,295.08062403801085,153.07712273685434,0.0,34583.367987754005,24.451184285549697,0.0,24.451184285549697,0.0
1,20,61.11562978275716,66.16895457987471,308.47665663836784,81.71088120866493,0.0,5132.489465834269,10.429468727396918,0.0,10.429468727396918,20.0
1,21,1.4096186549393375,38.40488931318051,241.3337231272718,167.11218450375165,0.0,45016.49740409542,39.29295350545286,0.0,39.29295350545286,0.0
1,22,48.305627277557925,82.53998915941949,321.7582725782759,103.13165718801807,0.0,10476.51696670309,7.351413653565193,0.0,7.351413653565193,0.0
1,23,85.718452141346,75.45638237319042,356.2419277885257,168.56759585389176,0.0,46240.162188554365,44.47106426452598,0.0,44.47106426452598,20.0
1,24,22.32546653468669,44.23696871995156,259.63232873730374,105.79620476685528,0.0,11303.150994639955,9.886223851157279,0.0,9.886223851157279,0.0
1,25,63.25203084219879,3.247910431493195,289.95449351222265,25.6494939065485,0.0,150.09259259261904,0.33258389838789143,0.0,0.33258389838789143,0.0
1,26,63.10601833613926,36.462570852284,308.21658353990534,34.942616466516505,0.0,378.4416530994833,0.7931033197492966,0.0,0.7931033197492966,0.0
1,27,99.57061736129921,93.30422513880585,320.84551436244675,182.77023350260902,0.0,59165.940231149296,52.21015096779158,0.0,52.21015096779158,20.0
