Species,Individual,X,Y,Z,Length,Ration,Energy,Cost,Behavior,RMR,Active
1,1,16.194756129948995,85.71840767744142,51.23614450663698,129.5446313476132,0.0,19836.44654533892,37.860568249493134,0.0,37.860568249493134,0.0
1,2,16.660153623924568,77.01897744712919,30.69499331058795,220.5772713845217,0.0,100529.18296437623,137.00588678027492,0.0,137.00588678027492,0.0
1,3,73.12718595781347,97.86691697079853,86.85610571706965,151.86503172354134,0.0,32440.29043261711,50.79765774116477,0.0,50.79765774116477,0.0
1,4,11.821161697462534,4.762688925644842,16.70589251138086,42.944403998166734,0.0,627.5232008333884,3.7961858874142855,0.0,3.7961858874142855,0.0
1,5,43.58286495877003,76.06504177564499,1.0,81.8220647649865,0.0,4746.996801295623,21.47760037153759,0.0,21.47760037153759,0.0
1,6,81.97704358142595,44.81181974270944,83.44707931255172,181.63314861344935,0.0,55561.9749562193,83.24350922756813,0.0,83.24350922756813,0.0
1,7,45.90731366185716,72.35206708939971,70.13739611492049,205.06361490009013,0.0,80973.05047571693,105.19336966696743,0.0,105.19336966696743,0.0
1,8,48.078439197830825,7.023240075861336,31.56567259936566,111.68504303525737,0.0,12187.440240268263,32.022017069306294,0.0,32.022017069306294,0.0
1,9,60.98756692204172,11.793489714683448,37.38582008667389,136.40658963759796,0.0,23149.363590488392,49.235040398938935,0.0,49.235040398938935,0.0
1,10,6.577244469530996,67.21026984873933,69.98145019880378,91.3651944029954,0.0,6756.214277727268,16.64726961373995,0.0,16.64726961373995,0.0
1,11,76.79555804748433,16.992086815823537,91.6116126654624,31.426108845950264,0.0,222.62621733088338,1.454286082857061,0.0,1.454286082857061,0.0
1,12,91.60218476747445,87.09953811881367,34.181910772698465,112.38495198579895,0.0,12837.28618874512,27.931600688719698,0.0,27.931600688719698,0.0
1,13,43.75844394010815,43.310885671052745,25.180029893660226,53.98271646327682,0.0,1274.5077559538872,5.78925743137893,0.0,5.78925743137893,0.0
1,14,65.92564070701118,46.26448604756869,61.284835634741995,79.69463772804986,0.0,4437.566442325463,13.113473407677361,0.0,13.113473407677361,0.0
1,15,31.52133475191038,2.7440438594229732,62.027351945582495,117.26657288069387,0.0,14680.537722155468,31.187623214064615,0.0,31.187623214064615,0.0
1,16,67.23171710732716,89.08836948449338,28.68794070768769,115.69347925691673,0.0,13952.864040696115,31.258441547119546,0.0,31.258441547119546,0.0
1,17,58.956629574799315,59.44374531897284,66.62319060190843,248.83132059891062,0.0,145165.26849126525,168.8703664907692,0.0,168.8703664907692,0.0
1,18,26.639601377435785,94.05142031133306,26.507251445826146,213.6664437770146,0.0,91585.8234226913,132.1488211120242,0.0,132.1488211120242,0.0
1,19,75.15005282623842,62.94699960360561,82.27290603620463,153.07712273685434,0.0,33003.2388241435,53.91711331187656,0.0,53.91711331187656,0.0
1,20,61.11562978275716,66.16895457987471,26.6979570638562,81.71088120866493,0.0,4743.399315009987,14.166997859253122,0.0,14.166997859253122,0.0
1,21,1.4096186549393375,38.40488931318051,47.3468692664896,167.11218450375165,0.0,42609.81960779776,72.55822388374685,0.0,72.55822388374685,0.0
1,22,48.305627277557925,82.53998915941949,31.40139419360308,103.13165718801807,0.0,9880.52273032263,23.73743348047691,0.0,23.73743348047691,0.0
1,23,85.718452141346,75.45638237319042,63.09218233898901,168.56759585389176,0.0,44501.33949140736,67.0390114074078,0.0,67.0390114074078,0.0
1,24,22.32546653468669,44.23696871995156,75.43121543460164,105.79620476685528,0.0,10638.212630967451,22.56280329776313,0.0,22.56280329776313,0.0
1,25,63.25203084219879,3.247910431493195,42.789857578762636,25.6494939065485,0.0,123.65862880501716,1.0650137216443787,0.0,1.0650137216443787,0.0
1,26,63.10601833613926,36.462570852284,82.7968934068804,34.942616466516505,0.0,323.39104841954367,1.9338956747254037,0.0,1.9338956747254037,0.0
1,27,99.57061736129921,93.30422513880585,70.8868590253602,182.77023350260902,0.0,57203.298571879626,78.38476478791114,0.0,78.38476478791114,0.0
1,28,65.39004866920428,26.940310695986668,25.908639898953346,32.269650686853474,0.0,246.86631107168864,1.9130434161008767,0.0,1.9130434161008767,0.0
1,29,69.68316720641931,65.04896467662465,47.371483140635355,128.43206875726327,0.0,19285.748665116345,37.59047074348342,0.0,37.59047074348342,0.0
1,30,51.65504239766141,84.25943970655469,60.17066183917119,186.33350164233804,0.0,60245.3556444047,85.60314588363143,0.0,85.60314588363143,0.0
1,31,95.67071620478188,58.507086737033,30.827040089876796,205.9297874010382,0.0,81094.1197619615,122.94147431098563,0.0,122.94147431098563,0.0
2,1,99.03833651408291,28.595931104205984,29.808614802914697,14.289577142528154,0.0,27.529233778522,0.042952590305526867,0.0,0.042952590305526867,0.0
2,2,51.80796662176981,58.94748355297374,54.35296808527776,190.21553890067995,0.0,67119.18119517174,31.98903267886948,0.0,31.98903267886948,0.0
2,3,24.214561196691175,27.816227581436003,30.164550718032377,152.97529401317462,0.0,34836.67133005161,21.924977150805592,0.0,21.924977150805592,0.0
2,4,78.76215329705457,6.3175698634261535,52.15048876881191,59.111592285011476,0.0,1988.3651735110973,1.575013665586715,0.0,1.575013665586715,0.0
